Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF
WAS,WAS @ CHI,03/20/2019,,L,265,120,44,93,47.3,14,42,33.3,18,23,78.3,12,38,50,25,10,9,16,21
CHI,CHI vs. WAS,03/20/2019,,W,265,126,50,106,47.2,12,23,52.2,14,17,82.4,15,33,48,29,10,2,14,16
MIA,MIA @ SAS,03/20/2019,,W,240,110,40,86,46.5,16,35,45.7,14,18,77.8,6,42,48,23,6,5,10,21
SAS,SAS vs. MIA,03/20/2019,,L,240,105,38,88,43.2,14,34,41.2,15,21,71.4,10,36,46,30,2,3,8,13
BOS,BOS @ PHI,03/20/2019,,L,240,115,45,96,46.9,12,32,37.5,13,16,81.3,10,36,46,22,1,3,9,25
PHI,PHI vs. BOS,03/20/2019,,W,240,118,34,90,37.8,11,33,33.3,39,43,90.7,17,37,54,23,5,5,9,17
CHA,CHA vs. PHI,03/19/2019,,L,240,114,36,83,43.4,9,35,25.7,33,44,75.0,10,36,46,16,3,2,9,22
PHI,PHI @ CHA,03/19/2019,,W,240,118,43,86,50.0,11,32,34.4,21,28,75.0,6,38,44,29,5,4,7,27
GSW,GSW @ MIN,03/19/2019,,W,240,117,44,91,48.4,19,42,45.2,10,14,71.4,8,38,46,39,6,7,13,25
MIN,MIN vs. GSW,03/19/2019,,L,240,107,36,89,40.4,9,36,25.0,26,32,81.3,13,39,52,25,7,0,13,14
SAC,SAC vs. BKN,03/19/2019,,L,240,121,49,95,51.6,9,25,36.0,14,20,70.0,14,32,46,25,13,1,21,19
BKN,BKN @ SAC,03/19/2019,,W,240,123,47,94,50.0,12,35,34.3,17,23,73.9,11,30,41,28,16,4,18,19
LAL,LAL @ MIL,03/19/2019,,L,240,101,33,86,38.4,16,43,37.2,19,23,82.6,8,34,42,20,9,5,19,18
MIL,MIL vs. LAL,03/19/2019,,W,240,115,41,89,46.1,15,47,31.9,18,27,66.7,12,42,54,25,9,4,18,19
ATL,ATL vs. HOU,03/19/2019,,L,240,105,39,84,46.4,15,40,37.5,12,15,80.0,8,37,45,30,6,1,19,23
HOU,HOU @ ATL,03/19/2019,,W,240,121,40,78,51.3,19,47,40.4,22,30,73.3,6,31,37,28,13,2,14,17
IND,IND @ LAC,03/19/2019,,L,240,109,45,87,51.7,7,21,33.3,12,17,70.6,11,35,46,30,8,6,20,20
LAC,LAC vs. IND,03/19/2019,,W,240,115,43,89,48.3,10,34,29.4,19,27,70.4,10,29,39,28,14,2,13,20
OKC,OKC vs. MIA,03/18/2019,,L,240,107,38,87,43.7,10,37,27.0,21,27,77.8,13,36,49,21,4,8,19,17
MIA,MIA @ OKC,03/18/2019,,W,240,116,46,97,47.4,9,29,31.0,15,16,93.8,9,35,44,30,13,4,9,23
NYK,NYK @ TOR,03/18/2019,,L,240,92,28,85,32.9,8,35,22.9,28,32,87.5,7,29,36,16,8,4,14,18
TOR,TOR vs. NYK,03/18/2019,,W,240,128,49,88,55.7,17,40,42.5,13,22,59.1,5,45,50,36,5,6,15,22
UTA,UTA @ WAS,03/18/2019,,W,240,116,49,91,53.8,14,37,37.8,4,6,66.7,7,34,41,35,10,8,17,21
WAS,WAS vs. UTA,03/18/2019,,L,240,95,34,81,42.0,8,27,29.6,19,22,86.4,5,29,34,20,9,2,16,16
NOP,NOP @ DAL,03/18/2019,,W,265,129,49,104,47.1,12,39,30.8,19,22,86.4,14,41,55,34,7,6,17,28
DAL,DAL vs. NOP,03/18/2019,,L,265,125,46,105,43.8,9,35,25.7,24,29,82.8,14,36,50,27,9,6,16,26
IND,IND @ POR,03/18/2019,,L,240,98,35,83,42.2,10,24,41.7,18,22,81.8,12,27,39,25,12,3,14,21
POR,POR vs. IND,03/18/2019,,W,240,106,37,79,46.8,13,32,40.6,19,21,90.5,8,30,38,24,8,9,18,23
CLE,CLE vs. DET,03/18/2019,,W,240,126,46,79,58.2,11,22,50.0,23,27,85.2,5,31,36,22,6,3,8,16
DET,DET @ CLE,03/18/2019,,L,240,119,42,94,44.7,18,44,40.9,17,21,81.0,19,28,47,24,6,4,12,21
BOS,BOS vs. DEN,03/18/2019,,L,240,105,39,93,41.9,12,39,30.8,15,19,78.9,12,25,37,24,12,5,13,16
DEN,DEN @ BOS,03/18/2019,,W,240,114,46,94,48.9,14,39,35.9,8,10,80.0,11,40,51,29,6,5,19,19
CHI,CHI @ PHX,03/18/2019,,W,240,116,46,89,51.7,4,16,25.0,20,24,83.3,11,38,49,21,9,4,13,22
PHX,PHX vs. CHI,03/18/2019,,L,240,101,39,84,46.4,7,26,26.9,16,26,61.5,9,29,38,24,5,5,12,22
SAS,SAS vs. GSW,03/18/2019,,W,240,111,41,88,46.6,10,26,38.5,19,22,86.4,10,36,46,20,7,5,10,12
GSW,GSW @ SAS,03/18/2019,,L,240,105,41,88,46.6,13,39,33.3,10,12,83.3,7,36,43,27,7,6,13,20
CHI,CHI @ SAC,03/17/2019,,L,240,102,39,88,44.3,10,26,38.5,14,21,66.7,10,29,39,20,6,6,20,16
SAC,SAC vs. CHI,03/17/2019,,W,240,129,54,103,52.4,8,23,34.8,13,16,81.3,15,33,48,28,12,7,12,21
PHI,PHI @ MIL,03/17/2019,,W,240,130,47,100,47.0,15,32,46.9,21,30,70.0,15,39,54,26,8,2,13,23
MIL,MIL vs. PHI,03/17/2019,,L,240,125,43,95,45.3,16,50,32.0,23,28,82.1,10,35,45,25,9,6,10,22
DET,DET vs. TOR,03/17/2019,,W,240,110,39,83,47.0,8,27,29.6,24,27,88.9,11,33,44,23,8,3,10,18
TOR,TOR @ DET,03/17/2019,,L,240,107,39,82,47.6,18,36,50.0,11,14,78.6,7,31,38,25,2,2,12,22
CHA,CHA @ MIA,03/17/2019,,L,240,75,26,83,31.3,7,36,19.4,16,18,88.9,11,33,44,11,6,5,13,19
MIA,MIA vs. CHA,03/17/2019,,W,240,93,34,86,39.5,13,33,39.4,12,19,63.2,15,40,55,25,6,7,12,21
HOU,HOU vs. MIN,03/17/2019,,W,240,117,43,94,45.7,21,50,42.0,10,14,71.4,10,34,44,29,9,3,10,25
MIN,MIN @ HOU,03/17/2019,,L,240,102,38,92,41.3,10,32,31.3,16,23,69.6,15,37,52,22,5,4,14,13
BKN,BKN @ LAC,03/17/2019,,L,240,116,42,100,42.0,14,38,36.8,18,25,72.0,15,36,51,26,6,7,14,28
LAC,LAC vs. BKN,03/17/2019,,W,240,119,42,97,43.3,12,31,38.7,23,28,82.1,16,38,54,26,8,6,14,25
ATL,ATL @ ORL,03/17/2019,,L,240,91,38,91,41.8,8,35,22.9,7,10,70.0,8,42,50,20,8,3,18,29
ORL,ORL vs. ATL,03/17/2019,,W,240,101,33,85,38.8,9,37,24.3,26,33,78.8,10,45,55,21,12,3,15,15
NYK,NYK vs. LAL,03/17/2019,,W,240,124,44,76,57.9,12,26,46.2,24,29,82.8,10,35,45,24,4,5,24,26
LAL,LAL @ NYK,03/17/2019,,L,240,123,47,97,48.5,7,27,25.9,22,28,78.6,15,20,35,26,12,5,10,21
NOP,NOP vs. PHX,03/16/2019,,L,265,136,47,102,46.1,15,30,50.0,27,41,65.9,18,39,57,34,11,4,23,30
PHX,PHX @ NOP,03/16/2019,,W,265,138,51,100,51.0,9,29,31.0,27,36,75.0,11,37,48,31,10,7,22,33
GSW,GSW @ OKC,03/16/2019,,W,240,110,39,83,47.0,15,35,42.9,17,22,77.3,8,45,53,25,10,6,17,22
OKC,OKC vs. GSW,03/16/2019,,L,240,88,31,96,32.3,13,41,31.7,13,23,56.5,17,35,52,18,4,5,16,18
WAS,WAS vs. MEM,03/16/2019,,W,240,135,41,81,50.6,17,35,48.6,36,43,83.7,9,36,45,26,6,7,13,21
MEM,MEM @ WAS,03/16/2019,,L,240,128,48,90,53.3,12,33,36.4,20,26,76.9,7,33,40,35,5,3,10,27
IND,IND @ DEN,03/16/2019,,L,240,100,34,75,45.3,6,24,25.0,26,37,70.3,8,33,41,20,6,2,11,19
DEN,DEN vs. IND,03/16/2019,,W,240,102,39,82,47.6,11,38,28.9,13,20,65.0,9,30,39,27,6,5,11,22
CLE,CLE @ DAL,03/16/2019,,L,240,116,40,86,46.5,15,38,39.5,21,22,95.5,6,27,33,20,1,0,6,20
DAL,DAL vs. CLE,03/16/2019,,W,240,121,46,89,51.7,16,34,47.1,13,16,81.3,9,31,40,32,3,5,5,22
BKN,BKN @ UTA,03/16/2019,,L,240,98,33,95,34.7,12,36,33.3,20,22,90.9,8,36,44,20,9,5,7,24
UTA,UTA vs. BKN,03/16/2019,,W,240,114,39,91,42.9,13,36,36.1,23,31,74.2,15,50,65,24,3,7,15,21
BOS,BOS vs. ATL,03/16/2019,,W,240,129,44,93,47.3,13,36,36.1,28,37,75.7,11,35,46,30,10,7,14,21
ATL,ATL @ BOS,03/16/2019,,L,240,120,43,100,43.0,15,40,37.5,19,24,79.2,19,31,50,27,11,5,17,25
SAS,SAS vs. POR,03/16/2019,,W,240,108,37,79,46.8,8,17,47.1,26,30,86.7,4,40,44,17,4,10,10,14
POR,POR @ SAS,03/16/2019,,L,240,103,42,101,41.6,7,28,25.0,12,14,85.7,14,37,51,23,4,2,9,22
NOP,NOP vs. POR,03/15/2019,,L,240,110,45,94,47.9,8,30,26.7,12,25,48.0,14,31,45,31,7,6,11,23
POR,POR @ NOP,03/15/2019,,W,240,122,43,96,44.8,10,27,37.0,26,32,81.3,17,37,54,26,7,8,15,18
WAS,WAS vs. CHA,03/15/2019,,L,240,110,41,84,48.8,13,34,38.2,15,19,78.9,8,37,45,25,8,5,17,14
CHA,CHA @ WAS,03/15/2019,,W,240,116,46,101,45.5,14,31,45.2,10,12,83.3,15,31,46,18,11,7,12,17
MIL,MIL @ MIA,03/15/2019,,W,240,113,42,88,47.7,12,33,36.4,17,24,70.8,8,44,52,29,8,9,15,21
MIA,MIA vs. MIL,03/15/2019,,L,240,98,38,93,40.9,8,22,36.4,14,25,56.0,10,35,45,21,7,5,12,18
PHX,PHX @ HOU,03/15/2019,,L,240,102,38,89,42.7,7,26,26.9,19,25,76.0,15,34,49,22,9,4,21,21
HOU,HOU vs. PHX,03/15/2019,,W,240,108,36,83,43.4,11,40,27.5,25,33,75.8,7,35,42,18,13,6,14,20
DET,DET vs. LAL,03/15/2019,,W,240,111,37,86,43.0,17,39,43.6,20,32,62.5,16,34,50,26,5,4,15,19
LAL,LAL @ DET,03/15/2019,,L,240,97,36,86,41.9,6,25,24.0,19,26,73.1,11,36,47,24,9,4,14,26
CHI,CHI @ LAC,03/15/2019,,L,240,121,42,80,52.5,11,21,52.4,26,33,78.8,8,36,44,24,3,6,17,26
LAC,LAC vs. CHI,03/15/2019,,W,240,128,44,99,44.4,10,20,50.0,30,35,85.7,15,28,43,28,9,5,8,30
NYK,NYK @ SAS,03/15/2019,,L,240,83,35,86,40.7,8,20,40.0,5,9,55.6,9,32,41,21,6,4,16,13
SAS,SAS vs. NYK,03/15/2019,,W,240,109,47,88,53.4,7,21,33.3,8,10,80.0,6,39,45,31,8,6,10,13
SAC,SAC @ PHI,03/15/2019,,L,240,114,43,94,45.7,9,27,33.3,19,24,79.2,10,30,40,23,4,2,9,22
PHI,PHI vs. SAC,03/15/2019,,W,240,123,46,91,50.5,7,24,29.2,24,27,88.9,10,39,49,28,7,6,11,18
LAL,LAL @ TOR,03/14/2019,,L,240,98,38,85,44.7,7,31,22.6,15,24,62.5,6,40,46,24,11,3,21,21
TOR,TOR vs. LAL,03/14/2019,,W,240,111,36,91,39.6,16,41,39.0,23,29,79.3,13,39,52,21,15,6,17,20
DEN,DEN vs. DAL,03/14/2019,,W,240,100,39,81,48.1,8,29,27.6,14,17,82.4,8,36,44,27,6,7,11,16
DAL,DAL @ DEN,03/14/2019,,L,240,99,37,87,42.5,12,37,32.4,13,17,76.5,9,31,40,22,8,1,9,17
OKC,OKC @ IND,03/14/2019,,L,240,106,38,86,44.2,14,30,46.7,16,20,80.0,8,36,44,24,11,5,18,28
IND,IND vs. OKC,03/14/2019,,W,240,108,37,82,45.1,7,22,31.8,27,32,84.4,6,33,39,24,11,3,16,17
MIN,MIN @ UTA,03/14/2019,,L,240,100,42,91,46.2,5,24,20.8,11,15,73.3,8,30,38,27,6,2,11,23
UTA,UTA vs. MIN,03/14/2019,,W,240,120,44,89,49.4,13,38,34.2,19,27,70.4,13,36,49,30,7,8,12,20
ORL,ORL vs. CLE,03/14/2019,,W,240,120,45,93,48.4,14,31,45.2,16,21,76.2,12,38,50,31,11,3,9,14
CLE,CLE @ ORL,03/14/2019,,L,240,91,35,86,40.7,7,31,22.6,14,15,93.3,8,35,43,13,4,4,16,18
SAC,SAC @ BOS,03/14/2019,,L,240,120,48,95,50.5,11,34,32.4,13,23,56.5,8,39,47,31,9,2,10,24
BOS,BOS vs. SAC,03/14/2019,,W,240,126,49,97,50.5,9,28,32.1,19,26,73.1,10,42,52,32,7,2,13,20
OKC,OKC vs. BKN,03/13/2019,,W,240,108,41,96,42.7,11,28,39.3,15,19,78.9,16,35,51,21,9,6,12,20
BKN,BKN @ OKC,03/13/2019,,L,240,96,35,84,41.7,13,35,37.1,13,19,68.4,7,36,43,19,7,5,17,18
ORL,ORL @ WAS,03/13/2019,,L,240,90,35,90,38.9,12,33,36.4,8,9,88.9,12,36,48,26,3,3,11,15
WAS,WAS vs. ORL,03/13/2019,,W,240,100,42,90,46.7,8,27,29.6,8,12,66.7,10,36,46,20,5,2,9,13
MEM,MEM @ ATL,03/13/2019,,L,240,111,38,89,42.7,14,40,35.0,21,26,80.8,9,26,35,28,8,6,14,17
ATL,ATL vs. MEM,03/13/2019,,W,240,132,52,103,50.5,17,45,37.8,11,14,78.6,15,36,51,35,9,9,12,26
DET,DET @ MIA,03/13/2019,,L,240,74,27,77,35.1,8,37,21.6,12,18,66.7,10,27,37,20,7,7,18,23
MIA,MIA vs. DET,03/13/2019,,W,240,108,39,84,46.4,11,28,39.3,19,24,79.2,13,38,51,22,10,5,11,18
GSW,GSW @ HOU,03/13/2019,,W,240,106,42,85,49.4,12,32,37.5,10,10,100,12,32,44,28,7,2,15,20
HOU,HOU vs. GSW,03/13/2019,,L,240,104,37,78,47.4,11,41,26.8,19,23,82.6,5,26,31,18,7,3,11,16
PHX,PHX vs. UTA,03/13/2019,,L,240,97,36,82,43.9,7,19,36.8,18,23,78.3,5,30,35,21,8,3,12,20
UTA,UTA @ PHX,03/13/2019,,W,240,114,42,90,46.7,12,33,36.4,18,25,72.0,12,40,52,30,8,4,12,22
MIL,MIL @ NOP,03/12/2019,,W,240,130,48,97,49.5,10,36,27.8,24,28,85.7,5,47,52,27,5,4,13,20
NOP,NOP vs. MIL,03/12/2019,,L,240,113,46,107,43.0,10,47,21.3,11,16,68.8,13,37,50,27,3,4,15,23
MIN,MIN @ DEN,03/12/2019,,L,240,107,41,89,46.1,11,30,36.7,14,14,100,12,23,35,24,10,6,15,20
DEN,DEN vs. MIN,03/12/2019,,W,240,133,51,85,60.0,18,30,60.0,13,15,86.7,7,29,36,40,6,6,14,16
DAL,DAL vs. SAS,03/12/2019,,L,240,105,38,82,46.3,14,39,35.9,15,26,57.7,9,29,38,22,1,2,14,16
SAS,SAS @ DAL,03/12/2019,,W,240,112,43,82,52.4,8,22,36.4,18,18,100,7,31,38,26,11,3,12,25
IND,IND vs. NYK,03/12/2019,,W,240,103,37,85,43.5,8,28,28.6,21,29,72.4,8,34,42,26,11,3,10,22
NYK,NYK @ IND,03/12/2019,,L,240,98,35,80,43.8,13,28,46.4,15,18,83.3,8,40,48,22,4,5,19,23
POR,POR @ LAC,03/12/2019,,W,240,125,47,96,49.0,12,31,38.7,19,26,73.1,18,32,50,27,8,3,12,20
LAC,LAC vs. POR,03/12/2019,,L,240,104,38,95,40.0,9,15,60.0,19,27,70.4,25,26,51,21,7,3,12,21
LAL,LAL @ CHI,03/12/2019,,W,240,123,47,86,54.7,13,33,39.4,16,20,80.0,5,36,41,23,11,5,14,14
CHI,CHI vs. LAL,03/12/2019,,L,240,107,42,91,46.2,11,27,40.7,12,12,100,11,33,44,23,6,0,16,22
PHI,PHI vs. CLE,03/12/2019,,W,240,106,42,85,49.4,8,23,34.8,14,17,82.4,12,48,60,25,4,7,22,18
CLE,CLE @ PHI,03/12/2019,,L,240,99,40,101,39.6,13,38,34.2,6,8,75.0,9,28,37,14,8,2,8,17
SAC,SAC @ WAS,03/11/2019,,L,240,115,41,91,45.1,9,27,33.3,24,32,75.0,9,38,47,28,8,3,16,25
WAS,WAS vs. SAC,03/11/2019,,W,240,121,40,86,46.5,14,37,37.8,27,33,81.8,7,40,47,29,12,1,17,25
UTA,UTA vs. OKC,03/11/2019,,L,240,89,32,88,36.4,13,43,30.2,12,17,70.6,11,37,48,22,12,6,14,25
OKC,OKC @ UTA,03/11/2019,,W,240,98,36,79,45.6,7,22,31.8,19,27,70.4,6,42,48,18,8,5,16,21
HOU,HOU vs. CHA,03/11/2019,,W,240,118,38,91,41.8,17,43,39.5,25,27,92.6,12,43,55,25,7,4,14,17
CHA,CHA @ HOU,03/11/2019,,L,240,106,38,89,42.7,16,41,39.0,14,15,93.3,7,32,39,23,4,4,12,20
TOR,TOR @ CLE,03/11/2019,,L,240,101,40,84,47.6,11,39,28.2,10,17,58.8,6,37,43,20,8,3,20,24
CLE,CLE vs. TOR,03/11/2019,,W,240,126,44,94,46.8,18,41,43.9,20,21,95.2,11,40,51,27,8,1,15,19
LAC,LAC vs. BOS,03/11/2019,,W,240,140,53,86,61.6,13,28,46.4,21,25,84.0,10,37,47,29,4,1,20,26
BOS,BOS @ LAC,03/11/2019,,L,240,115,44,91,48.4,14,36,38.9,13,19,68.4,7,22,29,26,11,4,13,24
BKN,BKN vs. DET,03/11/2019,,W,240,103,39,79,49.4,11,31,35.5,14,22,63.6,5,48,53,21,9,4,17,18
DET,DET @ BKN,03/11/2019,,L,240,75,27,97,27.8,8,34,23.5,13,16,81.3,17,32,49,16,7,3,13,22
MEM,MEM vs. ORL,03/10/2019,,W,240,105,34,82,41.5,9,31,29.0,28,31,90.3,6,39,45,23,6,6,12,22
ORL,ORL @ MEM,03/10/2019,,L,240,97,31,87,35.6,12,38,31.6,23,27,85.2,15,38,53,23,6,4,14,23
NYK,NYK @ MIN,03/10/2019,,L,240,92,37,86,43.0,10,25,40.0,8,14,57.1,10,33,43,20,5,8,19,14
MIN,MIN vs. NYK,03/10/2019,,W,240,103,42,94,44.7,9,30,30.0,10,13,76.9,9,31,40,22,13,10,11,16
DAL,DAL vs. HOU,03/10/2019,,L,240,93,31,75,41.3,9,32,28.1,22,27,81.5,10,41,51,24,6,9,17,20
HOU,HOU @ DAL,03/10/2019,,W,240,94,32,88,36.4,16,52,30.8,14,22,63.6,13,28,41,18,6,4,13,20
ATL,ATL vs. NOP,03/10/2019,,W,240,128,48,98,49.0,17,37,45.9,15,18,83.3,10,46,56,30,4,5,10,12
NOP,NOP @ ATL,03/10/2019,,L,240,116,45,101,44.6,18,41,43.9,8,8,100,5,37,42,29,6,9,8,17
TOR,TOR @ MIA,03/10/2019,,W,240,125,42,74,56.8,21,40,52.5,20,26,76.9,6,38,44,32,8,8,21,23
MIA,MIA vs. TOR,03/10/2019,,L,240,104,42,92,45.7,8,27,29.6,12,21,57.1,9,27,36,27,13,0,14,22
CHI,CHI @ DET,03/10/2019,,L,240,108,41,82,50.0,9,18,50.0,17,26,65.4,6,31,37,18,4,5,10,18
DET,DET vs. CHI,03/10/2019,,W,240,131,49,91,53.8,19,35,54.3,14,22,63.6,10,34,44,34,5,1,8,24
SAS,SAS vs. MIL,03/10/2019,,W,240,121,49,100,49.0,12,29,41.4,11,15,73.3,8,38,46,24,6,3,5,18
MIL,MIL @ SAS,03/10/2019,,L,240,114,41,87,47.1,14,36,38.9,18,25,72.0,6,39,45,22,3,2,10,17
GSW,GSW vs. PHX,03/10/2019,,L,240,111,42,95,44.2,10,43,23.3,17,22,77.3,15,34,49,34,10,6,17,24
PHX,PHX @ GSW,03/10/2019,,W,240,115,42,86,48.8,10,25,40.0,21,27,77.8,9,39,48,26,10,4,17,18
PHI,PHI vs. IND,03/10/2019,,W,240,106,38,87,43.7,7,23,30.4,23,30,76.7,13,39,52,24,10,3,13,26
IND,IND @ PHI,03/10/2019,,L,240,89,31,83,37.3,5,16,31.3,22,37,59.5,12,32,44,18,8,4,14,27
MIN,MIN vs. WAS,03/09/2019,,W,265,135,51,114,44.7,12,36,33.3,21,24,87.5,18,37,55,25,9,3,10,17
WAS,WAS @ MIN,03/09/2019,,L,265,130,48,100,48.0,16,44,36.4,18,24,75.0,10,40,50,31,8,5,19,23
CHA,CHA @ MIL,03/09/2019,,L,240,114,44,93,47.3,15,39,38.5,11,14,78.6,6,29,35,25,4,2,13,24
MIL,MIL vs. CHA,03/09/2019,,W,240,131,44,90,48.9,17,44,38.6,26,30,86.7,14,41,55,27,9,2,13,17
ATL,ATL vs. BKN,03/09/2019,,L,240,112,39,105,37.1,8,41,19.5,26,32,81.3,18,39,57,22,7,2,10,37
BKN,BKN @ ATL,03/09/2019,,W,240,114,33,86,38.4,15,44,34.1,33,54,61.1,15,39,54,21,7,3,14,23
PHX,PHX @ POR,03/09/2019,,L,240,120,43,103,41.7,9,27,33.3,25,29,86.2,13,30,43,27,7,5,8,23
POR,POR vs. PHX,03/09/2019,,W,240,127,43,86,50.0,13,29,44.8,28,36,77.8,12,40,52,19,5,7,17,27
NYK,NYK vs. SAC,03/09/2019,,L,240,94,35,94,37.2,10,35,28.6,14,21,66.7,13,45,58,16,3,5,10,20
SAC,SAC @ NYK,03/09/2019,,W,240,102,36,95,37.9,12,36,33.3,18,22,81.8,11,42,53,16,5,3,7,14
BOS,BOS @ LAL,03/09/2019,,W,240,120,48,93,51.6,14,38,36.8,10,14,71.4,6,37,43,32,6,5,13,17
LAL,LAL vs. BOS,03/09/2019,,L,240,107,44,91,48.4,5,27,18.5,14,18,77.8,8,35,43,28,4,4,12,16
TOR,TOR @ NOP,03/08/2019,,W,240,127,53,99,53.5,13,37,35.1,8,9,88.9,7,44,51,31,10,12,16,14
NOP,NOP vs. TOR,03/08/2019,,L,240,104,43,105,41.0,10,39,25.6,8,13,61.5,14,37,51,28,11,0,17,12
UTA,UTA @ MEM,03/08/2019,,L,240,104,35,82,42.7,18,48,37.5,16,24,66.7,10,31,41,21,8,10,13,20
